9.74625	10.02875	4.94375
10.31125	10.02875	4.94375
10.02875	10.31125	4.94375
9.74625	9.74625	5.22625
9.74625	9.74625	4.66125
9.74625	10.02875	5.50875
10.02875	9.46375	5.22625
9.46375	9.74625	4.94375
10.02875	10.31125	5.50875
9.46375	10.02875	4.66125
10.59375	10.02875	5.22625
10.02875	10.59375	5.22625
10.59375	9.74625	4.94375
9.74625	10.02875	4.37875
10.02875	10.31125	4.37875
10.02875	10.02875	5.79125
9.46375	10.31125	5.50875
9.74625	10.59375	5.50875
10.31125	10.59375	5.50875
9.46375	9.74625	4.37875
10.31125	10.31125	5.79125
9.18125	10.31125	4.66125
9.46375	10.02875	5.79125
9.74625	9.74625	4.09625
10.87625	9.74625	4.66125
10.31125	10.87625	4.66125
9.18125	10.59375	4.94375
9.18125	10.02875	4.37875
9.46375	10.87625	4.94375
10.87625	9.46375	4.94375
10.59375	10.87625	4.94375
10.87625	10.02875	4.37875
10.59375	10.02875	4.09625
10.02875	9.74625	6.07375
9.74625	10.02875	6.07375
10.31125	10.02875	6.07375
8.89875	10.31125	4.94375
10.31125	8.89875	4.94375
10.87625	9.46375	5.50875
9.46375	9.18125	4.37875
9.74625	9.18125	5.79125
9.18125	9.74625	5.79125
10.87625	10.59375	5.50875
11.15875	10.02875	5.22625
10.02875	11.15875	5.22625
10.59375	9.18125	4.37875
9.46375	10.87625	4.37875
11.15875	10.31125	4.94375
9.18125	9.18125	4.66125
9.74625	10.87625	5.79125
9.74625	10.02875	3.81375
9.18125	10.87625	5.22625
10.31125	9.46375	6.07375
8.89875	10.31125	5.50875
10.31125	9.18125	4.09625
9.18125	10.31125	4.09625
10.59375	10.31125	6.07375
8.89875	9.46375	4.66125
8.89875	9.74625	4.37875
10.31125	8.89875	4.37875
11.15875	10.59375	5.22625
9.46375	9.74625	3.81375
11.15875	10.59375	4.66125
10.59375	9.74625	3.81375
9.18125	10.02875	6.07375
10.02875	9.18125	6.07375
10.31125	11.15875	4.37875
11.15875	10.31125	4.37875
10.02875	8.89875	5.79125
10.59375	10.31125	3.81375
10.87625	10.02875	6.07375
9.74625	9.74625	6.35625
10.02875	11.15875	5.79125
10.31125	9.74625	6.35625
11.15875	9.18125	4.94375
8.61625	9.74625	5.22625
10.31125	10.31125	6.35625
9.18125	10.87625	5.79125
10.02875	11.44125	4.94375
9.46375	9.18125	6.07375
10.02875	9.46375	6.35625
10.02875	10.02875	3.53125
9.18125	10.59375	6.07375
10.59375	9.18125	6.07375
10.59375	8.89875	5.79125
10.02875	10.59375	6.35625
11.44125	10.31125	5.22625
9.18125	10.87625	4.09625
10.87625	9.18125	4.09625
9.18125	8.89875	4.37875
10.59375	10.87625	6.07375
9.74625	9.74625	3.53125
9.46375	8.89875	4.09625
8.89875	9.46375	4.09625
10.31125	9.74625	3.53125
11.15875	10.59375	5.79125
10.59375	11.15875	5.79125
10.02875	11.44125	5.50875
10.31125	10.31125	3.53125
9.46375	11.44125	4.94375
10.87625	11.15875	5.50875
8.89875	10.59375	4.09625
9.18125	10.59375	3.81375
9.46375	10.02875	3.53125
10.02875	9.46375	3.53125
10.87625	9.46375	3.81375
10.02875	11.44125	4.37875
9.46375	10.59375	6.35625
11.15875	10.87625	4.37875
10.02875	10.59375	3.53125
8.61625	10.59375	5.50875
10.87625	10.59375	3.81375
9.74625	11.15875	6.07375
11.15875	9.74625	6.07375
9.18125	9.74625	6.35625
11.15875	10.31125	6.07375
9.74625	8.61625	5.79125
11.44125	9.46375	5.50875
9.46375	11.44125	5.50875
9.18125	8.61625	5.22625
10.31125	8.61625	5.79125
9.74625	10.87625	6.35625
10.59375	11.44125	5.50875
11.44125	9.46375	4.37875
9.46375	10.59375	3.53125
8.61625	10.87625	4.66125
11.15875	9.74625	3.81375
10.02875	8.33375	5.22625
9.74625	8.33375	4.94375
11.44125	9.18125	4.66125
9.74625	9.18125	3.53125
10.02875	8.33375	4.66125
11.44125	10.87625	4.66125
10.87625	9.74625	3.53125
9.74625	11.72375	4.94375
8.89875	10.02875	6.35625
8.61625	10.02875	6.07375
10.59375	9.74625	6.63875
9.46375	8.33375	5.22625
10.87625	8.89875	6.07375
10.59375	10.31125	6.63875
10.31125	10.59375	6.63875
9.18125	9.18125	6.35625
8.61625	9.18125	5.79125
9.74625	8.33375	4.37875
10.59375	8.33375	4.66125
11.15875	8.61625	4.94375
8.61625	11.15875	4.94375
11.15875	10.87625	6.07375
10.87625	11.15875	6.07375
8.89875	9.18125	3.81375
9.74625	11.72375	5.50875
10.87625	8.61625	5.79125
11.15875	11.15875	5.79125
8.61625	10.02875	3.81375
9.46375	8.61625	6.07375
10.02875	8.89875	3.53125
8.89875	10.02875	3.53125
11.15875	8.89875	4.09625
11.44125	9.18125	5.79125
8.89875	8.61625	5.50875
9.18125	8.61625	4.09625
8.33375	10.02875	5.79125
10.02875	8.33375	5.79125
10.59375	8.89875	6.35625
8.89875	10.59375	6.35625
11.15875	9.18125	3.81375
11.15875	11.44125	4.94375
9.18125	8.33375	4.94375
9.46375	10.31125	3.24875
10.87625	10.02875	6.63875
10.31125	11.72375	4.37875
11.44125	10.87625	5.79125
9.18125	9.18125	3.53125
10.59375	10.31125	3.24875
11.44125	9.46375	6.07375
11.15875	10.87625	3.81375
11.44125	10.59375	6.07375
10.87625	9.18125	3.53125
10.02875	11.72375	5.79125
8.61625	9.46375	3.81375
9.18125	9.46375	6.63875
9.46375	9.18125	6.63875
10.87625	11.44125	4.09625
11.44125	10.87625	4.09625
8.61625	10.59375	3.81375
10.59375	8.61625	3.81375
11.44125	8.89875	4.37875
11.15875	11.44125	5.50875
8.89875	10.59375	3.53125
9.46375	10.87625	6.63875
10.87625	11.72375	4.94375
10.59375	8.33375	5.79125
10.59375	10.87625	6.63875
8.33375	9.18125	4.37875
8.61625	10.31125	6.35625
10.31125	8.61625	6.35625
9.18125	11.72375	5.50875
8.05125	9.74625	5.22625
10.87625	8.33375	4.37875
8.61625	8.61625	4.66125
8.33375	10.59375	4.09625
9.74625	8.89875	6.63875
9.74625	11.44125	6.35625
11.44125	9.74625	6.35625
8.89875	10.31125	6.63875
10.31125	8.05125	4.66125
11.44125	10.31125	6.35625
9.18125	9.46375	3.24875
